Time,Porosity,Inst_Amp,Inst_Phase,Inst_Freq,Hilbert,Amp_2nd_Der,Cosine_Phase,Env_w_Phase,Env_w_Freq,Energy,Sqrt_Energy,Relief,F3_Velocity_Data,F3_Seismic_Data
850.39563,0.2777,1318.073486,2.0060148,79.9800568,1237.500732,-6523308,-0.3576484,1.3453066,65.20797,2679752.75,1635.9729,522703.75,2029.759888,-217.7277222
850.5288086,0.2768,1291.074707,2.0373838,82.2781525,1202.737061,-4593578,-0.3889875,1.362809,65.4367371,2665909,1631.771484,530915.375,2029.786621,-256.5174561
850.6620483,0.2758,1263.692261,2.0666537,84.5633163,1167.026001,-2641756,-0.4187225,1.3797789,65.6610336,2652225,1627.619263,541666.6875,2029.813477,-294.03656
850.7952271,0.2751,1236.008911,2.093658,86.82515,1130.539673,-674912,-0.4466833,1.3961658,65.8799744,2638778,1623.539917,555086.75,2029.84021,-330.1312866
850.9284058,0.275801,1207.983643,2.1183565,89.0634918,1093.287964,1308708,-0.47283,1.4119961,66.0936584,2625584.75,1619.53833,571359.0625,2029.867065,-364.8134766
851.0615845,0.2773,1179.657837,2.1406248,91.2713776,1055.388428,3304988,-0.4970347,1.4272454,66.3015289,2612702,1615.63208,590630.9375,2029.893799,-397.9849243
851.1948853,0.278701,1151.030762,2.1603732,93.4451141,1016.90332,5312768,-0.519209,1.4419122,66.503334,2600167.75,1611.832275,613076.75,2029.920654,-429.5976563
851.328064,0.280199,1122.16626,2.177469,95.5761871,977.980835,7326392,-0.5392145,1.455963,66.6983871,2588047.5,1608.15918,638819.4375,2029.947388,-459.5334473
851.4612427,0.2815,1093.085449,2.1918154,97.6593933,938.7131348,9343180,-0.556951,1.4693872,66.886299,2576387.75,1604.626587,668007.5,2029.974121,-487.72522
851.5944214,0.281799,1063.765991,2.20333,99.6925964,899.131958,11363520,-0.5723388,1.4821932,67.066971,2565217.5,1601.243408,700841,2030,-514.1445313
851.7276,0.2805,1034.249878,2.2118971,101.6689453,859.3574219,13383240,-0.58526,1.4943588,67.2398529,2554592.5,1598.026733,737456,2030.02771,-538.69873
851.860901,0.28,1004.536011,2.2174177,103.5845642,819.4505,15401188,-0.5956157,1.50588,67.4046783,2544552.75,1594.988525,778040.5,2030.054443,-561.3330078
851.9940186,0.2799,974.7119141,2.219779,105.429939,779.5916748,17410192,-0.60328,1.5167212,67.5606918,2535167,1592.14978,822655.25,2030.081177,-581.928101
852.1272583,0.2801,942.3359375,2.2179182,107.3044357,743.029541,19533808,-0.603278,1.5254372,67.7140884,2512168,1584.979492,1000950.563,2030.107788,-583.110291
852.260498,0.280301,904.2203979,2.1692214,108.1148224,707.7351685,21523676,-0.5658876,1.5283169,67.875099,2517467.5,1586.613159,1124401.75,2030.134522,-578.206543
852.3936157,0.2816,866.1495972,2.117569,108.8488312,672.6938477,23498322,-0.5259416,1.5305581,68.0261917,2523457,1588.457642,1251005.375,2030.161255,-571.3242188
852.5268555,0.2831,828.1445313,2.063091,109.507843,637.9154663,25458106,-0.4835473,1.5321953,68.167038,2530103.25,1590.502808,1380616.5,2030.187988,-562.5267944
852.6600342,0.2824,790.2839966,2.0059853,110.0919952,603.4632568,27400386,-0.4388664,1.5332581,68.29705,2537364.75,1592.73584,1512905.75,2030.214722,-551.88385
852.7932129,0.2822,752.73114,1.946591,110.6003418,569.4769287,29318202,-0.392169,1.5337756,68.4153824,2545182,1595.13855,1647237.25,2030.241455,-539.4953
852.9264526,0.2850026,715.4794312,1.8849826,111.034401,535.9418945,31213296,-0.34352,1.53378,68.5217514,2553529.25,1597.703247,1783575.75,2030.268066,-525.4089355
853.05957,0.2913,678.635559,1.82141,111.3940582,502.9464111,33081614,-0.29312,1.533303,68.6154861,2562358.25,1600.414917,1921486,2030.2948,-509.7073669
853.1928711,0.2774,642.2507324,1.756031,111.6798019,470.5290222,34921912,-0.2410968,1.5323734,68.696091,2571633.5,1603.263062,2060737,2030.321533,-492.4508972
853.32605,0.278,606.48468,1.689199,111.8913422,438.8244934,36727488,-0.1877365,1.5310252,68.7628326,2581291,1606.227783,2200678.75,2030.348267,-473.7539673
853.4592285,0.2817,571.3344116,1.6209726,112.0295563,407.823059,38499832,-0.1330875,1.5292865,68.8153076,2591309.75,1609.302734,2341290.75,2030.374878,-453.649811
853.5924683,0.2848013,536.879761,1.5515549,112.0945511,377.5891113,40236256,-0.0773143,1.5271877,68.8529129,2601647.25,1612.475098,2482237.75,2030.401611,-432.209351
853.7255859,0.2879,503.2758484,1.48131,112.0865631,348.2522278,41930292,-0.02071,1.5247645,68.8750229,2612237.75,1615.724609,2622867.25,2030.428223,-409.55603
853.8595581,0.2897985,470.3546448,1.409911,112.0053329,319.66095,43591768,0.0369864,1.522028,68.881134,2623119.5,1619.06311,2763896.5,2030.455078,-385.5858765
853.9937744,0.2861015,438.3062744,1.3377718,111.85041,291.9768372,45212488,0.0954438,1.5190138,68.87043,2634219.5,1622.468262,2904556.5,2030.481934,-360.4297485
854.1280518,0.2896,407.3108521,1.265317,111.622231,265.3509216,46784744,0.154319,1.5157611,68.8422775,2645462,1625.91687,3044080.75,2030.508789,-334.2333984
854.2622681,0.289,377.4703369,1.1928113,111.32135,239.8657837,48304760,0.213397,1.5123045,68.7961578,2656794.75,1629.392944,3182023.75,2030.535645,-307.0928955
854.3965454,0.2896,348.841431,1.1204122,110.9479065,215.5652466,49771056,0.27255,1.5086733,68.731461,2668182.5,1632.88562,3318146.25,2030.5625,-279.064819
854.5308228,0.292801,321.484436,1.0482769,110.5018616,192.49646,51181988,0.3316513,1.5048962,68.6475525,2679590.25,1636.384399,3452204.25,2030.589356,-250.20285
854.665039,0.294699,295.5202637,0.9767239,109.984169,170.7578735,52532800,0.3904418,1.50101,68.5439682,2690957.25,1639.870483,3583655.25,2030.616211,-220.625549
854.7992554,0.3065,270.9904785,0.905858,109.3943481,150.3812866,53822824,0.4488376,1.4970417,68.4199829,2702256.75,1643.335938,3712350.5,2030.643066,-190.364502
854.9335327,0.3071987,247.995239,0.8359442,108.73307,131.4473267,55048360,0.5066239,1.4930251,68.2750854,2713436.5,1646.764648,3837848,2030.669922,-159.5172119
855.067749,0.3039,226.6454468,0.7672951,108.00177,114.045105,56205064,0.5635446,1.4889978,68.108963,2724436.75,1650.138306,3959624.5,2030.696655,-128.2065125
855.2020874,0.3003949,206.9436646,0.6998675,107.197937,98.175354,57294508,0.61964,1.4849768,67.9203873,2735254.5,1653.456055,4077787.25,2030.723511,-96.3905945
855.3363037,0.2878051,189.0452881,0.6341254,106.3247986,83.9630737,58309876,0.674529,1.4810085,67.7094574,2745805.5,1656.692261,4191547.25,2030.750366,-64.2630615
855.47052,0.2858,173,0.5701778,105.381485,71.4472656,59250196,0.7281258,1.4771187,67.4753265,2756062.75,1659.838501,4300741.5,2030.7771,-31.852478
855.6047974,0.2856987,158.8775024,0.508191,104.3675385,60.6846924,60113404,0.7802964,1.4733362,67.2172241,2765989.75,1662.883789,4405102,2030.803955,0.7901
855.7390137,0.2824,146.7797241,0.4484669,103.2847443,51.7553711,60895544,0.8307928,1.4696984,66.934959,2775528,1665.810059,4504130.5,2030.830689,33.5404053
855.8733521,0.2824014,136.7687988,0.391129,102.1318054,44.710083,61595116,0.8795187,1.4662313,66.6275253,2784648,1668.608398,4597630.5,2030.857544,66.3716431
856.0075684,0.2856987,118.2320633,0.3178771,102.2360687,27.5316715,63312360,0.94274,1.46232,66.3093872,2821603.25,1679.743286,4744663,2030.884277,98.6063385
856.1417847,0.2875,135.7380066,0.3101321,100.2621765,43.9005127,63042532,0.953951,1.462231,65.5578537,2811467.5,1676.916626,4681103,2030.911133,132.452713
856.276062,0.2877,155.5172119,0.3053458,98.2212448,62.3097763,62683500,0.962914,1.4624031,64.7808228,2800918.75,1673.963257,4611273,2030.937866,166.1213379
856.4102783,0.2872,177.5096283,0.3034277,96.1168213,82.707451,62237456,0.96969,1.46285,63.9796486,2790026.75,1670.902344,4535756,2030.9646,199.5531616
856.5445557,0.2849,201.6238861,0.3042924,93.9555359,105.0124817,61707200,0.9743279,1.4635825,63.1568565,2778876,1667.758179,4455244,2030.991455,232.6389923
856.678772,0.2842,227.76236,0.3078462,91.7442245,129.1381378,61095788,0.9768837,1.4646133,62.315033,2767553,1664.554932,4370444,2031.018189,265.27066
856.8129883,0.2815,255.86496,0.3139988,89.486412,155.0324249,60405412,0.9774184,1.4659544,61.4555359,2756126.25,1661.312134,4281938,2031.044922,297.38916
856.9473267,0.2806,285.8774414,0.3226676,87.1855316,182.64856,59638036,0.9759869,1.467619,60.5796585,2744664.5,1658.049194,4190297.75,2031.071655,328.9338074
857.081543,0.28,317.6778259,0.33375,84.8501282,211.8774567,58797360,0.972648,1.469618,59.6906586,2733262.5,1654.792725,4096301.25,2031.098389,359.7738037
857.21582,0.276199,351.236145,0.3471719,82.4818878,242.6946411,57884696,0.9674537,1.4719653,58.7891655,2721980.5,1651.559815,4000450,2031.125122,389.8711243
857.3500366,0.2749,386.4519043,0.3628364,80.087669,275.0108948,56903204,0.9604625,1.4746723,57.8778038,2710904.25,1648.374634,3903455.5,2031.151856,419.118561
857.4842529,0.2744,423.2197266,0.380639,77.674431,308.7324524,55856268,0.9517383,1.4777488,56.9592133,2700119,1645.261475,3806032.25,2031.178589,447.4113159
857.6185913,0.2735,461.5169678,0.4005164,75.2437286,343.8415222,54744880,0.9413252,1.4812112,56.0339813,2689686.5,1642.237427,3708677.25,2031.205322,474.70755
857.7527466,0.2732,501.17926,0.422332,72.8061371,380.1902771,53574152,0.9293048,1.4850638,55.1061363,2679706.5,1639.331055,3612248,2031.231934,500.8637085
857.887085,0.2732,542.2786255,0.446079,70.3576965,417.8476257,52342220,0.9156874,1.4893336,54.1741676,2670219.5,1636.553467,3517027.75,2031.258667,525.8920288
858.0213013,0.2732,584.5863037,0.4715815,67.912674,456.606781,51056164,0.9005787,1.4940174,53.2435074,2661339.25,1633.937012,3424014.5,2031.2854,549.6141357
858.1555786,0.2734,628.0853271,0.4987834,65.4725418,496.4551086,49716752,0.8840164,1.4991331,52.3147125,2653128,1631.499268,3333705,2031.312134,571.9844971
858.289856,0.274701,672.7319336,0.5276169,63.040649,537.3553467,48325488,0.8660432,1.5046976,51.3890533,2645658,1629.260498,3246677.5,2031.338745,592.9341431
858.4240112,0.2763,718.3823853,0.5579489,60.6257439,579.178711,46887012,0.8467426,1.5107145,50.4698639,2639017.75,1627.245728,3163702.75,2031.365479,612.3480225
858.5582886,0.2768,765.0274048,0.5897348,58.2293854,621.9195557,45401736,0.8261428,1.5172051,49.5577316,2633274.25,1625.473877,3085298.5,2031.392212,630.1711426
858.6925049,0.2768,812.52002,0.6228371,55.860279,665.4459229,43874440,0.8043312,1.5241718,48.6559677,2628513.75,1623.969482,3012222.75,2031.418823,646.293091
858.8268433,0.2766,860.8539429,0.6572152,53.5200233,709.755127,42305404,0.781332,1.5316374,47.76519,2624806.25,1622.752197,2945008.5,2031.445435,660.6538086
858.96106,0.276,909.8795776,0.6927279,51.21727,754.7127686,40699536,0.7572364,1.5396026,46.88868,2622235,1621.845459,2884397,2031.472168,673.1480713
859.0952759,0.2755,959.5927124,0.7293382,48.95372,800.3181152,39057000,0.7320651,1.5480919,46.027081,2620873,1621.269898,2830939.5,2031.498779,683.7106934
859.2295532,0.275499,1009.879578,0.76693,46.736248,846.4696045,37381544,0.7058928,1.5571113,45.1830139,2620800.5,1621.048218,2785326.25,2031.525513,692.2474365
859.36377,0.274101,1060.625,0.8053836,44.5715942,893.0645752,35677016,0.6787965,1.566666,44.3590469,2622093,1621.201904,2748223.5,2031.552124,698.67041
859.4980469,0.2726,1111.788818,0.8446375,42.4632339,940.06897,33944736,0.6508141,1.5767746,43.5564957,2624827.5,1621.752686,2720235,2031.578735,702.902832
859.6323242,0.2726,1163.332275,0.8846315,40.4148064,987.450439,32185958,0.62198,1.5874573,42.7767448,2629084.75,1622.723023,2701992.25,2031.605347,704.86145
859.766479,0.2726,1215.101196,0.925216,38.434494,1035.070313,30405850,0.5923952,1.598711,42.0229034,2634936,1624.133301,2694163,2031.631958,704.4595947
859.9008179,0.2726,1267.095459,0.9663617,36.52449,1082.931763,28604332,0.5620711,1.6105633,41.2958145,2642467,1626.00769,2697377.5,2031.658569,701.6124268
860.0350342,0.2726,1328.059692,1.0106235,34.300751,1124.956909,26740906,0.5319465,1.6151382,41.0212173,2608658.5,1615.5625,2640096.5,2031.685181,709.571228
860.1693115,0.2728,1370.834229,1.040151,33.7276726,1182.618897,25046442,0.503805,1.6448376,40.7614365,2646472.25,1625.932007,2940042.75,2031.711792,678.977356
860.3035889,0.274601,1413.622925,1.07,33.2372856,1240.306274,23337582,0.47509,1.6751353,40.531151,2686098.75,1636.80542,3252586.75,2031.738403,645.7532349
860.4377441,0.2768,1456.348755,1.100101,32.8273926,1297.802246,21618600,0.4458767,1.7058856,40.3298187,2727370,1648.135986,3576107.75,2031.764893,610.0162354
860.5720215,0.2768,1499.030273,1.130491,32.4946671,1355.019043,19889952,0.4161777,1.737011,40.1563568,2770206,1659.901367,3909679.25,2031.791504,571.8104248
860.7062988,0.2768,1541.686157,1.161181,32.2360268,1411.868042,18152068,0.3860033,1.7684337,40.0097771,2814531.25,1672.080322,4252405,2031.818115,531.1724854
860.8405762,0.2768,1584.270996,1.1921421,32.0488167,1468.175293,16407964,0.3554087,1.8,39.8893242,2860205.25,1684.633789,4602882,2031.844727,488.1978149
860.9747925,0.2768,1626.740112,1.2233465,31.9301662,1523.768799,14660671,0.32445,1.8316782,39.7941666,2907083.5,1697.521606,4959685,2031.871216,442.9890137
861.1090088,0.2768,1669.111694,1.2548114,31.876989,1578.55957,12910619,0.2931386,1.8632985,39.7233086,2955090.5,1710.722412,5321919,2031.897827,395.5826416
861.2432861,0.2768,1711.404175,1.2865553,31.886391,1632.457031,11158228,0.2614829,1.8948153,39.6758385,3004154,1724.216187,5688702,2031.924439,346.00885
861.3775635,0.2768,1753.541016,1.3185254,31.955429,1685.249634,9407836,0.2295637,1.9260811,39.6509285,3054092.25,1737.952271,6058333,2031.950928,294.4093628
861.51178,0.2768,1795.571777,1.350764,32.08128,1736.885132,7658564,0.1973666,1.9570417,39.6476479,3104870.5,1751.920654,6430206,2031.977539,240.7752075
861.6460571,0.2768,1837.451904,1.3832419,32.2609863,1787.192871,5913444,0.1649484,1.9875736,39.665131,3156342.5,1766.080933,6802890,2032.004028,185.2119141
861.7802124,0.2768,1879.105835,1.415905,32.49123,1835.970215,4176788,0.132391,2.0175319,39.7024117,3208321,1780.380981,7174674,2032.03064,127.87439
861.914551,0.2768,1920.675537,1.44887,32.77,1883.265991,2443864,0.099606,2.0469267,39.7587585,3260891.5,1794.843994,7545785,2032.057129,68.6147461
862.0488281,0.2768,1961.99292,1.4820087,33.0933876,1928.771729,722850,0.0667485,2.0755482,39.8330879,3313750,1809.385742,7913687,2032.083618,7.7192383
862.1830444,0.2769,2003.106445,1.5153649,33.458851,1972.428467,-987114,0.0338027,2.10334,39.92458,3366865.5,1823.997315,8277776,2032.110229,-54.8311157
862.3173218,0.2773,2044.033203,1.5489583,33.8637733,2014.135254,-2685556,0.000777364,2.130221,40.0324249,3420168.25,1838.65918,8637167,2032.136719,-119.0168457
862.4514771,0.2782,2084.699219,1.5827335,34.30463,2053.699463,-4368224,-0.0322452,2.1560512,40.1555748,3473470,1853.319214,8990164,2032.163208,-184.674561
862.5858154,0.2782,2125.151856,1.6167355,34.7791519,2091.048828,-6035896,-0.0652812,2.1807685,40.2933121,3526741.75,1867.96875,9336141,2032.189697,-251.83429
862.7200928,0.2783,2165.347168,1.6509336,35.2840881,2126.022461,-7685586,-0.0982727,2.2042527,40.44466,3579833.75,1882.566284,9673674,2032.216187,-320.379761
862.85321,0.2788,2204.916504,1.6850145,35.8116417,2158.209961,-9301086,-0.1308929,2.2262118,40.6072083,3632167,1896.952271,9998721,2032.242554,-389.612915
862.98645,0.2788,2244.236084,1.7193033,36.3637619,2187.828613,-10896730,-0.1634287,2.2467778,40.7815056,3684149.25,1911.238281,10313442,2032.268799,-460.127319
863.1196289,0.2788,2283.263916,1.753769,36.9372063,2214.725586,-12469606,-0.1958234,2.2658358,40.9665718,3735635,1925.384033,10616461,2032.295044,-531.805542
863.2528687,0.2788,2322.015625,1.7884333,37.5295639,2238.789307,-14019182,-0.2280686,2.2833,41.1616783,3786554.75,1939.369873,10906861,2032.321411,-604.6361084
863.3860474,0.2788,2360.391113,1.8232117,38.1366234,2259.841553,-15540314,-0.260059,2.2990353,41.3655014,3836688.75,1953.13501,11182875,2032.347656,-678.387329
863.5192261,0.2788,2398.49292,1.8582041,38.7573471,2277.817383,-17035874,-0.29186,2.31299,41.5777855,3886081,1966.69104,11444203,2032.373901,-753.2150879
863.6524658,0.2788,2436.222168,1.8933263,39.3874931,2292.544922,-18500790,-0.3233656,2.3250337,41.7971878,3934513,1979.977417,11689108,2032.400147,-828.885376
863.7856445,0.2788,2473.566162,1.9285728,40.0241852,2303.903809,-19933438,-0.3545448,2.3350716,42.0228157,3981879.75,1992.964966,11916502,2032.426392,-905.3299561
863.9188232,0.2788,2510.568359,1.9639914,40.66552,2311.783447,-21334278,-0.3854119,2.3430212,42.2541428,4028146.75,2005.643677,12125596,2032.452637,-982.5975342
864.052063,0.2788,2545.299561,1.9942013,41.6214485,2318.661621,-22686928,-0.4164214,2.3409667,42.4850845,4074173.75,2018.251343,12400153,2032.47876,-1059.230225
864.1852417,0.2788,2581.663818,2.0638285,41.8137016,2287.715332,-23720572,-0.4463773,2.3131523,42.607605,4087052.75,2022.095337,12235375,2032.505005,-1155.647461
864.31842,0.2788,2617.645508,2.13345,42.0032883,2253.058594,-24718488,-0.475923,2.2830682,42.7338142,4098628.5,2025.571899,12050142,2032.53125,-1252.592896
864.451599,0.2788,2653.202637,2.2027819,42.1901817,2214.795654,-25680170,-0.5050043,2.2508378,42.8635216,4108990.25,2028.702515,11845663,2032.557373,-1349.808106
864.5848389,0.2788,2688.346924,2.2716439,42.3746338,2172.975586,-26606580,-0.533611,2.2165377,42.9967155,4118243.5,2031.51355,11622855,2032.583618,-1447.180054
864.7180176,0.2783,2722.985596,2.33965,42.5563583,2127.778809,-27495952,-0.5616469,2.18035,43.1329918,4126467.25,2034.023438,11383333,2032.609863,-1544.303223
864.8512573,0.2782,2757.182617,2.406723,42.7358818,2079.189209,-28350612,-0.5891447,2.142299,43.2725449,4133780.5,2036.262695,11127666,2032.635986,-1641.210815
864.984436,0.2782,2790.923096,2.472629,42.9133186,2027.281494,-29170762,-0.6160713,2.102484,43.4152756,4140280,2038.255249,10856913,2032.662231,-1737.715576
865.1176147,0.2782,2824.116699,2.536989,43.0883865,1972.258545,-29954874,-0.6423351,2.0610988,43.560749,4146051,2040.021118,10572791,2032.688355,-1833.414917
865.2508545,0.2779,2856.824707,2.5997186,43.2616081,1914.081543,-30705038,-0.6679642,2.0181551,43.7091866,4151206.5,2041.589233,10275767,2032.7146,-1928.339111
865.3840332,0.2778,2889.007813,2.660537,43.4329681,1852.873169,-31420930,-0.6929071,1.9737871,43.8603745,4155840.75,2042.982422,9967140,2032.740723,-2022.229736
865.5172119,0.2776,2920.651367,2.7192128,43.6025848,1788.71521,-32102832,-0.717132,1.9280972,44.0142021,4160052.75,2044.225342,9648004,2032.766968,-2114.900879
865.650391,0.277701,2951.740967,2.7755141,43.7705727,1721.690064,-32751024,-0.7406073,1.881189,44.1705666,4163941.25,2045.342407,9319451,2032.793091,-2206.166016
865.783569,0.2795,2982.262451,2.82921,43.9370575,1651.879761,-33365788,-0.7633012,1.8331656,44.3293571,4167605.75,2046.35791,8982572,2032.819214,-2295.838867
865.91687,0.2801,3012.201416,2.8800673,44.10215,1579.366333,-33947400,-0.785182,1.78413,44.490471,4171144.75,2047.296509,8638459,2032.845459,-2383.733887
866.0499878,0.2801,3041.543457,2.9278555,44.265976,1504.232178,-34496148,-0.8062181,1.734185,44.6537971,4174657.75,2048.182617,8288206,2032.871582,-2469.664551
866.1832275,0.2801,3070.273926,2.9723432,44.4286537,1426.55896,-35012304,-0.8263779,1.683434,44.8192329,4178243,2049.040527,7932902,2032.897705,-2553.44458
866.3164673,0.2801,3098.378906,3.013298,44.5902977,1346.429443,-35496156,-0.845629,1.63198,44.9866676,4182000.25,2049.89502,7573643,2032.923828,-2634.887695
866.449585,0.2801,3125.844238,3.0504889,44.75103,1263.925049,-35947984,-0.8639413,1.5799266,45.1559982,4186028,2050.770264,7211518,2032.949951,-2713.808106
866.5828857,0.2801,3152.674805,3.0837073,44.911087,1179.063721,-36368364,-0.8812943,1.5273368,45.3272476,4190429,2051.691406,6847346,2032.976074,-2790.075195
866.7160034,0.2799,3178.796631,3.1126513,45.0702286,1092.121338,-36756672,-0.8976188,1.4744325,45.5,4195291.5,2052.681152,6483041.5,2033.002197,-2863.334961
866.8492432,0.2798,3204.255371,3.13716,45.2289314,1002.986084,-37114104,-0.9129211,1.4211981,45.67429,4200725.5,2053.765625,6118874,2033.02832,-2933.569336
866.9824829,0.2796,3229.034912,3.156991,45.3873177,911.73584,-37440864,-0.927167,1.3677361,45.8502617,4206830.5,2054.969727,5755939,2033.054443,-3000.584961
867.11554,0.2793,3253.066162,3.1718726,45.5451469,818.65979,-37736528,-0.9402941,1.31427,46.0273285,4213692,2056.315186,5396142.5,2033.080566,-3064.048828
867.24884,0.2782,3276.389404,3.1816139,45.7028961,723.6325684,-38002088,-0.9523017,1.2607828,46.2057838,4221422.5,2057.829102,5039762,2033.106567,-3123.921875
867.38208,0.2771,3298.971924,3.18597,45.8605614,626.8063965,-38237580,-0.9631476,1.2074175,46.3853836,4230116.5,2059.535156,4688162,2033.13269,-3179.968262
867.5151978,0.2732,3320.799805,3.1847081,46.0182648,528.262085,-38443296,-0.9728,1.1542773,46.5660286,4239873.5,2061.457764,4342433,2033.158814,-3232.002441
867.6484375,0.2696,3341.858154,3.1775975,46.1761246,428.0823975,-38619512,-0.9812279,1.101465,46.7476044,4250791.5,2063.621338,4003668.5,2033.184815,-3279.837891
867.7815552,0.2693,3362.132813,3.1644065,46.334259,326.349609,-38766500,-0.9883987,1.0490842,46.93,4262970.5,2066.050293,3672960,2033.210938,-3323.289063
867.914856,0.2693,3381.623779,3.1448863,46.4929047,223.0673828,-38884632,-0.9942851,0.9971988,47.113266,4276519.5,2068.77124,3351162,2033.236939,-3362.196289
868.0480347,0.2691,3398.235107,3.1534035,46.6332283,122.8354568,-39135804,-1,0.9505233,47.3778915,4251280,2062.219482,3341903.75,2033.263062,-3405.026367
868.1812134,0.2689,3413.351807,3.016509,46.8036766,-5.4427719,-39249316,-0.9957635,0.9199483,47.5411987,4293446.5,2071.793213,3249724.75,2033.289063,-3390.253906
868.3144531,0.2688,3427.642578,2.8731284,46.9748154,-134.8246765,-39334380,-0.9891952,0.8901,47.7049637,4337204,2081.7146,3167278.75,2033.315064,-3370.577148
868.4476318,0.2686,3441.11084,2.7237267,47.146698,-265.0783081,-39390912,-0.981311,0.8609486,47.869209,4382478,2091.96582,3094240.5,2033.341187,-3346.103272
868.580811,0.2686,3453.760254,2.5687685,47.31937,-395.97168,-39418828,-0.9721355,0.8324646,48.0339584,4429195,2102.530029,3030285.75,2033.367188,-3316.938965
868.71405,0.2686,3465.594727,2.4087188,47.4928818,-527.2728271,-39418044,-0.9616933,0.8046184,48.1992455,4477281.5,2113.389893,2975089.5,2033.393189,-3283.19165
868.847168,0.2685,3476.618164,2.2440422,47.6672821,-658.7496948,-39388480,-0.95,0.77738,48.3650818,4526663.5,2124.528076,2928327.25,2033.419312,-3244.967773
868.9804077,0.2682,3486.83374,2.0752034,47.8426132,-790.1705933,-39330052,-0.9371071,0.750721,48.5315056,4577267,2135.92749,2889674,2033.445313,-3202.374756
869.1135864,0.2679,3496.245606,1.902667,48.0189285,-921.3033447,-39242672,-0.9230121,0.72461,48.6985283,4629018.5,2147.570313,2858805.25,2033.471314,-3155.519043
869.2468262,0.2679,3504.857422,1.7268983,48.1962776,-1051.915894,-39126264,-0.9077489,0.6990185,48.866188,4681844.5,2159.439941,2835395.75,2033.497315,-3104.508301
869.38,0.2679,3512.672852,1.5483613,48.3747063,-1181.776611,-38980736,-0.8913417,0.6739166,49.0344963,4735671.5,2171.518555,2819121.25,2033.523315,-3049.44873
869.5131836,0.2679,3519.695313,1.3675216,48.55426,-1310.65332,-38806012,-0.8738153,0.6492746,49.2034912,4790425,2183.789307,2809657,2033.549316,-2990.447754
869.6464233,0.2679,3525.928955,1.1848435,48.7349968,-1438.313843,-38602008,-0.8551942,0.6250631,49.3731842,4846031,2196.234619,2806678,2033.575317,-2927.612305
869.7796021,0.2681,3531.377441,1,48.916954,-1564.526733,-38368640,-0.8355029,0.6012521,49.54361,4902417,2208.837402,2809859.5,2033.601318,-2861.049316
869.9128418,0.2686,3536.047607,0.8156919,49.1003227,-1689.152466,-38105612,-0.81475,0.5777948,49.71492,4959551.5,2221.589844,2818885.75,2033.627319,-2790.811523
870.046021,0.2692,3539.93335,0.6304269,49.2847366,-1811.680542,-37813472,-0.7930084,0.554714,49.886749,5017231.5,2234.445801,2833405,2033.65332,-2717.168457
870.179199,0.2713,3543.048096,0.4450426,49.4706612,-1932.157837,-37491512,-0.7702543,0.5319275,50.0595131,5075513,2247.417236,2853120,2033.679321,-2640.064453
870.3123779,0.272,3545.392578,0.2601447,49.6580048,-2050.259277,-37139852,-0.7465284,0.5094231,50.233101,5134278.5,2260.476563,2877696.25,2033.705322,-2559.660889
870.4455566,0.2724,3546.969482,0.0763335,49.8466682,-2165.66748,-36758708,-0.7218741,0.4871879,50.4074173,5193410,2273.597412,2906786,2033.731201,-2476.128418
870.5787964,0.2732,3547.785156,-0.1063371,50.0371361,-2278.406982,-36347104,-0.696259,0.4651425,50.58287,5252968,2286.791504,2940134.75,2033.757202,-2389.382324
870.7119751,0.2733,3547.84082,-0.286991,50.229023,-2387.989502,-35905852,-0.6697655,0.4433069,50.7590942,5312744,2300.012207,2977347.25,2033.783203,-2299.721436
870.8452148,0.2739,3547.140625,-0.4653,50.42252,-2494.268311,-35434568,-0.6423979,0.421635,50.9362488,5372709.5,2313.252197,3018122.5,2033.809082,-2207.188477
870.9783936,0.274101,3545.688721,-0.6408,50.61768,-2597.01123,-34933172,-0.6141816,0.4,51.1143532,5432791,2326.494141,3062135.5,2033.835083,-2111.890869
871.1115723,0.2755,3543.48877,-0.8130257,50.8145447,-2695.986816,-34401580,-0.585141,0.3786638,51.2934341,5492913.5,2339.720459,3109061.5,2033.860962,-2013.935303
871.244873,0.2755,3540.544434,-0.981513,51.0131683,-2790.963135,-33839708,-0.5553,0.3573051,51.4735184,5553005,2352.914307,3158576,2033.886963,-1913.428589
871.377991,0.2755,3536.859375,-1.1457963,51.2135963,-2881.707764,-33247472,-0.5246845,0.3359917,51.6546288,5612990.5,2366.05835,3210353.75,2033.912842,-1810.478272
871.51123,0.2755,3532.437256,-1.3054118,51.4158783,-2967.98877,-32624790,-0.4933181,0.3146937,51.836792,5672796.5,2379.13501,3264071,2033.938843,-1705.190674
871.644043,0.2755,3527.29834,-1.4594383,51.6194458,-3049.336914,-31973584,-0.461323,0.2934457,52.0194778,5732171,2392.088379,3319233.5,2033.964722,-1598
871.776001,0.2755,3521.471924,-1.6070251,51.8237076,-3125.342529,-31296148,-0.42883,0.2722828,52.2021484,5790866.5,2404.863525,3375335.5,2033.990356,-1489.361816
871.90802,0.2755,3514.932617,-1.7486639,52.02993,-3196.283936,-30588566,-0.3956712,0.2510482,52.3859253,5849169,2417.521973,3432388.25,2034.015991,-1378.743042
872.040039,0.2755,3513.212158,-1.9293489,52.2225761,-3279.580322,-29892834,-0.3634956,0.2418145,52.5608559,5928796.5,2434.896484,3941169.75,2034.041748,-1273.64917
